id,Response
813,0
814,1
815,1
816,0
817,1
818,1
819,0
820,0
821,0
822,1
823,1
824,1
825,1
826,1
827,0
828,0
829,0
830,0
831,0
832,0
833,1
834,1
835,1
836,1
837,0
838,0
839,0
840,1
841,1
842,1
843,1
844,0
845,1
846,1
847,0
848,1
849,0
850,1
851,1
852,1
853,0
854,0
855,1
856,0
857,0
858,0
859,0
860,0
861,1
862,0
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,0
871,1
872,1
873,1
874,1
875,0
876,0
877,0
878,0
879,1
880,0
881,0
882,1
883,1
884,1
885,0
886,0
887,1
888,0
889,0
890,1
891,1
892,0
893,1
894,0
895,0
896,1
897,1
898,0
899,1
900,0
901,0
902,1
903,0
904,0
905,1
906,0
907,1
908,1
909,0
910,0
911,1
912,0
913,0
914,0
915,0
916,0
917,1
918,0
919,0
920,0
921,0
922,1
923,0
924,0
925,0
926,1
927,0
928,1
929,1
930,0
931,1
932,1
933,0
934,1
935,1
936,1
937,1
938,0
939,0
940,0
941,1
942,1
943,0
944,1
945,0
946,1
947,1
948,1
949,1
950,0
951,0
952,0
953,0
954,0
955,0
956,1
957,1
958,1
959,0
960,1
961,1
962,0
963,0
964,0
965,1
966,1
967,1
968,0
969,1
970,1
971,1
972,1
973,1
974,1
975,0
976,1
977,0
978,1
979,1
980,0
981,0
982,1
983,1
984,1
985,1
986,0
987,1
988,1
989,1
990,1
991,0
992,1
993,0
994,0
995,1
996,1
997,1
998,1
999,0
1000,1
1001,0
1002,1
1003,1
1004,0
1005,1
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,1
1014,0
1015,0
1016,1
1017,1
1018,1
1019,0
1020,1
1021,1
1022,0
1023,0
1024,1
1025,0
1026,1
1027,0
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,1
1039,1
1040,1
1041,0
1042,1
1043,1
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,1
1051,1
1052,0
1053,0
1054,1
1055,0
1056,0
1057,1
1058,1
1059,0
1060,1
1061,0
1062,0
1063,1
1064,1
1065,1
1066,0
1067,0
1068,1
1069,1
1070,1
1071,0
1072,0
1073,0
1074,1
1075,1
1076,0
1077,0
1078,0
1079,1
1080,0
1081,0
1082,1
1083,1
1084,0
1085,0
1086,0
1087,1
1088,1
1089,0
1090,1
1091,0
1092,0
1093,1
1094,1
1095,0
1096,0
1097,0
1098,0
1099,1
1100,1
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,1
1113,1
1114,0
1115,1
1116,1
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,1
1127,1
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,0
1135,1
1136,1
1137,0
1138,0
1139,1
1140,1
1141,1
1142,0
1143,0
1144,1
1145,1
1146,0
1147,0
1148,1
1149,1
1150,0
1151,1
1152,0
1153,1
1154,0
1155,0
1156,1
1157,1
1158,0
1159,0
1160,1
1161,1
1162,0
1163,1
1164,1
1165,0
1166,0
1167,0
1168,0
1169,1
1170,1
1171,1
1172,1
1173,0
1174,1
1175,0
1176,1
1177,0
1178,0
1179,0
1180,0
1181,0
1182,1
1183,0
1184,1
1185,0
1186,1
1187,0
1188,0
1189,1
1190,1
1191,1
1192,0
1193,0
1194,0
1195,1
1196,0
1197,0
1198,1
1199,1
1200,0
1201,0
1202,0
1203,0
1204,0
1205,1
1206,1
1207,0
1208,1
1209,0
1210,1
1211,0
1212,1
1213,0
1214,1
1215,0
1216,0
1217,1
1218,1
1219,0
1220,0
1221,0
1222,0
1223,1
1224,1
1225,0
1226,1
1227,1
1228,0
1229,1
1230,0
1231,0
1232,1
1233,1
1234,0
1235,0
1236,0
1237,0
1238,1
1239,0
1240,0
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,1
1248,0
1249,1
1250,1
1251,1
1252,1
1253,1
1254,0
1255,1
1256,0
1257,0
1258,1
1259,0
1260,0
1261,1
1262,0
1263,1
1264,1
1265,1
1266,0
1267,1
1268,1
1269,0
1270,0
1271,0
1272,1
1273,1
1274,1
1275,0
1276,1
1277,1
1278,1
1279,1
1280,0
1281,1
1282,1
1283,1
1284,0
1285,1
1286,1
1287,1
1288,0
1289,1
1290,0
1291,0
1292,0
1293,1
1294,1
1295,0
1296,1
1297,1
1298,1
1299,0
1300,0
1301,0
1302,1
1303,0
1304,1
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,1
1312,1
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,1
1322,0
1323,1
1324,1
1325,0
1326,1
1327,0
1328,0
1329,1
1330,0
1331,1
1332,1
1333,1
1334,1
1335,0
1336,0
1337,1
1338,1
1339,1
1340,0
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,0
1349,0
1350,1
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,1
1359,0
1360,0
1361,0
1362,0
1363,1
1364,1
1365,1
1366,0
1367,0
1368,1
1369,1
1370,0
1371,0
1372,1
1373,1
1374,0
1375,1
1376,0
1377,0
1378,1
1379,1
1380,1
1381,0
1382,0
1383,0
1384,1
1385,1
1386,1
1387,0
1388,1
1389,1
1390,0
1391,0
1392,0
1393,1
1394,1
1395,1
1396,0
1397,0
1398,0
1399,1
1400,0
1401,0
1402,0
1403,0
1404,0
1405,1
1406,1
1407,1
1408,1
1409,0
1410,0
1411,0
1412,1
1413,1
1414,0
1415,0
1416,0
1417,1
1418,1
1419,1
1420,0
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,0
1428,1
1429,1
1430,0
1431,0
1432,0
1433,1
1434,0
1435,1
1436,1
1437,0
1438,1
1439,1
1440,1
1441,0
1442,1
1443,0
1444,1
1445,1
1446,0
1447,1
1448,1
1449,1
1450,1
1451,0
1452,1
1453,1
1454,0
1455,0
1456,1
1457,1
1458,0
1459,1
1460,1
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,1
1468,1
1469,1
1470,0
1471,1
1472,1
1473,0
1474,1
1475,1
1476,1
1477,1
1478,0
1479,0
1480,0
1481,1
1482,1
1483,0
1484,1
1485,1
1486,0
1487,1
1488,1
1489,1
1490,1
1491,1
1492,0
1493,1
1494,0
1495,1
1496,0
1497,1
1498,1
1499,1
1500,0
1501,0
1502,1
1503,0
1504,0
1505,1
1506,1
1507,0
1508,1
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,0
1516,0
1517,0
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,0
1526,0
1527,0
1528,1
1529,0
1530,0
1531,0
1532,0
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,0
1540,0
1541,1
1542,1
1543,0
1544,1
1545,0
1546,0
1547,1
1548,0
1549,0
1550,1
1551,1
1552,1
1553,1
1554,0
1555,1
1556,1
1557,0
1558,0
1559,1
1560,1
1561,1
1562,1
1563,0
1564,1
1565,0
1566,1
1567,1
1568,1
1569,1
1570,0
1571,1
1572,0
1573,0
1574,1
1575,0
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,1
1589,1
1590,1
1591,1
1592,0
1593,1
1594,1
1595,1
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,1
1604,0
1605,1
1606,1
1607,0
1608,0
1609,0
1610,1
1611,0
1612,0
1613,0
1614,0
1615,1
1616,1
1617,1
1618,0
1619,0
1620,0
1621,1
1622,1
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,1
1636,0
1637,1
1638,1
1639,1
1640,0
1641,1
1642,1
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,0
1650,1
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,1
1658,0
1659,0
1660,1
1661,0
1662,0
1663,0
1664,1
1665,0
1666,1
1667,1
1668,1
1669,1
1670,1
1671,0
1672,0
1673,1
1674,0
1675,1
1676,0
1677,0
1678,1
1679,1
1680,0
1681,0
1682,0
1683,1
1684,1
1685,1
1686,0
1687,1
1688,0
1689,1
1690,0
1691,1
1692,1
1693,0
1694,0
1695,0
1696,1
1697,1
1698,1
1699,0
1700,1
1701,1
1702,1
1703,1
1704,0
1705,0
1706,1
1707,0
1708,0
1709,1
1710,0
1711,0
1712,1
1713,0
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,1
1721,1
1722,1
1723,0
1724,0
1725,0
1726,0
1727,1
1728,0
1729,1
1730,1
1731,0
1732,1
1733,1
1734,1
1735,0
1736,0
1737,0
1738,1
1739,0
1740,1
1741,1
1742,0
1743,1
1744,0
1745,1
1746,0
1747,0
1748,0
1749,0
1750,0
1751,1
1752,1
1753,1
1754,0
1755,1
1756,1
1757,0
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,1
1765,0
1766,1
1767,1
1768,1
1769,1
1770,0
1771,1
1772,1
1773,1
1774,1
1775,1
1776,0
1777,1
1778,0
1779,0
1780,1
1781,1
1782,1
1783,0
1784,1
1785,0
1786,1
1787,0
1788,0
1789,0
1790,1
1791,1
1792,1
1793,1
1794,1
1795,0
1796,0
1797,1
1798,1
1799,1
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,0
1809,1
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,1
1819,0
1820,1
1821,1
1822,0
1823,0
1824,1
1825,0
1826,1
1827,1
1828,0
1829,1
1830,0
1831,0
1832,1
1833,1
1834,1
1835,0
1836,1
1837,1
1838,1
1839,1
1840,0
1841,1
1842,0
1843,1
1844,1
1845,1
1846,1
1847,0
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,0
1856,1
1857,0
1858,0
1859,1
1860,1
1861,1
1862,0
1863,0
1864,1
1865,1
1866,0
1867,0
1868,1
1869,0
1870,0
1871,0
1872,1
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,0
1880,0
1881,1
1882,0
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,0
1893,1
1894,0
1895,1
1896,1
1897,1
1898,0
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,1
1906,0
1907,0
1908,0
1909,1
1910,1
1911,1
1912,1
1913,1
1914,0
1915,1
1916,1
1917,0
1918,1
1919,1
1920,0
1921,0
1922,1
1923,0
1924,1
1925,0
1926,1
1927,0
1928,0
1929,0
1930,0
1931,1
1932,0
1933,1
1934,0
1935,1
1936,1
1937,0
1938,1
1939,1
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,0
1948,1
1949,0
1950,1
1951,0
1952,1
1953,0
1954,1
1955,1
1956,0
1957,0
1958,1
1959,0
1960,1
1961,0
1962,1
1963,0
1964,1
1965,1
1966,0
1967,1
1968,0
1969,1
1970,0
1971,0
1972,0
1973,0
1974,0
1975,1
1976,1
1977,0
1978,0
1979,0
1980,1
1981,0
1982,1
1983,0
1984,1
1985,0
1986,0
1987,0
1988,1
1989,1
1990,1
1991,1
1992,0
1993,0
1994,0
1995,0
1996,0
1997,1
1998,0
1999,1
2000,0
2001,0
2002,1
2003,0
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,0
2011,1
2012,0
2013,0
2014,1
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,1
2022,1
2023,1
2024,0
2025,0
2026,1
2027,1
2028,0
2029,0
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,0
2037,1
2038,1
2039,1
2040,1
2041,0
2042,0
2043,0
2044,0
2045,1
2046,0
2047,1
2048,1
2049,1
2050,1
2051,1
2052,0
2053,1
2054,1
2055,0
2056,0
2057,1
2058,1
2059,0
2060,0
2061,0
2062,1
2063,0
2064,1
2065,1
2066,0
2067,1
2068,0
2069,1
2070,1
2071,1
2072,0
2073,1
2074,0
2075,0
2076,0
2077,1
2078,0
2079,0
2080,1
2081,0
2082,1
2083,1
2084,1
2085,0
2086,1
2087,0
2088,1
2089,1
2090,1
2091,0
2092,0
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,0
2100,1
2101,0
2102,0
2103,1
2104,1
2105,0
2106,0
2107,0
2108,1
2109,0
2110,0
2111,1
2112,0
2113,1
2114,1
2115,0
2116,0
2117,1
2118,0
2119,0
2120,1
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,1
2132,1
2133,0
2134,0
2135,1
2136,0
2137,0
2138,1
2139,0
2140,1
2141,0
2142,1
2143,1
2144,1
2145,1
2146,0
2147,1
2148,0
2149,0
2150,1
2151,0
2152,0
2153,0
2154,1
2155,1
2156,0
2157,0
2158,0
2159,1
2160,0
2161,1
2162,1
2163,1
2164,1
2165,0
2166,0
2167,0
2168,0
2169,0
2170,1
2171,1
2172,1
2173,0
2174,0
2175,1
2176,0
2177,1
2178,1
2179,0
2180,0
2181,0
2182,0
2183,1
2184,0
2185,1
2186,1
2187,1
2188,0
2189,0
2190,0
2191,0
2192,0
2193,1
2194,0
2195,0
2196,1
2197,1
2198,0
2199,1
2200,1
2201,0
2202,0
2203,0
2204,0
2205,1
2206,1
2207,1
2208,0
2209,1
2210,0
2211,1
2212,0
2213,1
2214,1
2215,1
2216,0
2217,0
2218,1
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,1
2226,0
2227,0
2228,0
2229,1
2230,1
2231,0
2232,0
2233,1
2234,1
2235,1
2236,1
2237,0
2238,0
2239,0
2240,1
2241,0
2242,1
2243,1
2244,0
2245,0
2246,0
2247,1
2248,0
2249,0
2250,0
2251,1
2252,1
2253,1
2254,0
2255,0
2256,1
2257,1
2258,0
2259,1
2260,1
2261,1
2262,1
2263,0
2264,0
2265,0
2266,1
2267,0
2268,1
2269,1
2270,0
2271,0
2272,1
2273,1
2274,0
2275,1
2276,1
2277,0
2278,1
2279,1
2280,1
2281,1
2282,0
2283,1
2284,1
2285,0
2286,1
2287,0
2288,0
2289,0
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
2296,0
2297,0
2298,0
2299,0
2300,1
2301,1
2302,0
2303,0
2304,0
2305,1
2306,1
2307,1
2308,0
2309,1
2310,1
2311,0
2312,0
2313,1
2314,0
2315,0
2316,1
2317,1
2318,1
2319,1
2320,1
2321,0
2322,0
2323,0
2324,1
2325,0
2326,0
2327,1
2328,0
2329,1
2330,0
2331,1
2332,0
2333,0
2334,0
2335,1
2336,1
2337,0
2338,0
2339,0
2340,0
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,0
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,0
2355,0
2356,0
2357,1
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,0
2365,0
2366,0
2367,1
2368,0
2369,0
2370,0
2371,1
2372,0
2373,0
2374,0
2375,1
2376,0
2377,1
2378,0
2379,0
2380,0
2381,1
2382,0
2383,0
2384,1
2385,0
2386,1
2387,1
2388,1
2389,1
2390,1
2391,0
2392,0
2393,0
2394,1
2395,0
2396,0
2397,1
2398,0
2399,0
2400,0
2401,0
2402,0
2403,1
2404,1
2405,0
2406,1
2407,1
2408,1
2409,0
2410,1
2411,0
2412,0
2413,0
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,0
2422,0
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,0
2431,1
2432,0
2433,1
2434,1
2435,0
2436,1
2437,1
2438,0
2439,0
2440,0
2441,1
2442,1
2443,1
2444,1
2445,0
2446,0
2447,0
2448,0
2449,1
2450,0
2451,1
2452,1
2453,0
2454,0
2455,1
2456,0
2457,1
2458,0
2459,1
2460,1
2461,1
2462,0
2463,0
2464,0
2465,1
2466,0
2467,0
2468,1
2469,0
2470,1
2471,0
2472,0
2473,0
2474,1
2475,0
2476,0
2477,0
2478,1
2479,1
2480,0
2481,1
2482,1
2483,0
2484,1
2485,1
2486,0
2487,0
2488,0
2489,1
2490,1
2491,1
2492,0
2493,1
2494,1
2495,0
2496,1
2497,1
2498,0
2499,1
2500,1
2501,1
2502,0
2503,1
2504,0
2505,1
2506,1
2507,1
2508,1
2509,0
2510,1
2511,0
2512,0
2513,1
2514,1
2515,1
2516,0
2517,0
2518,0
2519,1
2520,0
2521,0
2522,1
2523,1
2524,0
2525,0
2526,0
2527,1
2528,1
2529,0
2530,1
2531,0
2532,1
2533,0
2534,1
2535,1
2536,1
2537,1
2538,0
2539,1
2540,1
2541,0
2542,1
2543,1
2544,0
2545,1
2546,1
2547,0
2548,1
2549,1
2550,0
2551,1
2552,0
2553,0
2554,0
2555,1
2556,1
2557,0
2558,1
2559,1
2560,1
2561,1
2562,0
2563,1
2564,0
2565,0
2566,0
2567,1
2568,1
2569,1
2570,1
2571,0
2572,1
2573,1
2574,1
2575,0
2576,0
2577,1
2578,0
2579,1
2580,1
2581,1
2582,1
2583,0
2584,1
2585,1
2586,0
2587,0
2588,0
2589,1
2590,0
2591,1
2592,0
2593,0
2594,0
2595,0
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,0
2607,0
2608,1
2609,1
2610,1
2611,0
2612,1
2613,0
2614,1
2615,1
2616,1
2617,1
2618,1
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,1
2626,1
2627,1
2628,0
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,0
2640,0
2641,0
2642,0
2643,0
2644,1
2645,1
2646,0
2647,0
2648,1
2649,1
2650,1
2651,1
2652,1
2653,0
2654,1
2655,1
2656,0
2657,0
2658,0
2659,1
2660,0
2661,1
2662,1
2663,1
2664,1
2665,0
2666,0
2667,0
2668,1
2669,0
2670,1
2671,0
2672,0
2673,1
2674,0
2675,0
2676,0
2677,1
2678,0
2679,1
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,1
2687,1
2688,0
2689,1
2690,0
2691,0
2692,1
2693,0
2694,1
2695,0
2696,0
2697,0
2698,1
2699,0
2700,1
2701,0
2702,1
2703,0
2704,0
2705,1
2706,1
2707,0
2708,1
2709,1
2710,0
2711,0
2712,0
2713,0
2714,0
2715,1
2716,0
2717,1
2718,0
2719,0
2720,1
2721,1
2722,1
2723,1
2724,0
2725,1
2726,0
2727,1
2728,0
2729,1
2730,0
2731,1
2732,0
2733,1
2734,0
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,1
2742,0
2743,1
2744,1
2745,1
2746,0
2747,0
2748,1
2749,0
2750,0
2751,0
2752,1
2753,1
2754,1
2755,1
2756,0
2757,0
2758,1
2759,1
2760,1
2761,1
2762,1
2763,0
2764,0
2765,0
2766,1
2767,1
2768,1
2769,0
2770,1
2771,0
2772,1
2773,1
2774,0
2775,0
2776,0
2777,1
2778,1
2779,1
2780,0
2781,1
2782,1
2783,1
2784,1
2785,0
2786,1
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,1
2795,0
2796,0
2797,1
2798,0
2799,0
2800,1
2801,1
2802,1
2803,0
2804,0
2805,1
2806,1
2807,1
2808,0
2809,0
2810,1
2811,1
2812,1
2813,0
2814,0
2815,1
2816,0
2817,1
2818,1
2819,1
2820,0
2821,0
2822,1
2823,1
2824,1
2825,0
2826,1
2827,0
2828,0
2829,1
2830,0
2831,1
2832,1
2833,0
2834,0
2835,1
2836,1
2837,1
2838,1
2839,0
2840,0
2841,0
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,1
2850,0
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,0
2860,1
2861,1
2862,1
2863,1
2864,1
2865,0
2866,1
2867,1
2868,1
2869,1
2870,0
2871,0
2872,1
2873,0
2874,1
2875,1
2876,0
2877,1
2878,0
2879,0
2880,0
2881,1
2882,1
2883,0
2884,0
2885,0
2886,0
2887,1
2888,0
2889,0
2890,1
2891,0
2892,1
2893,1
2894,1
2895,1
2896,0
2897,0
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,0
2905,0
2906,1
2907,1
2908,0
2909,0
2910,1
2911,0
2912,0
2913,0
2914,1
2915,1
2916,1
2917,0
2918,1
2919,1
2920,0
2921,1
2922,1
2923,1
2924,0
2925,0
2926,1
2927,1
2928,1
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,1
2944,0
2945,0
2946,0
2947,1
2948,1
2949,0
2950,0
2951,1
2952,1
2953,0
2954,0
2955,0
2956,1
2957,0
2958,1
2959,1
2960,0
2961,0
2962,0
2963,1
2964,1
2965,1
2966,0
2967,0
2968,0
2969,1
2970,0
2971,1
2972,1
2973,0
2974,0
2975,0
2976,0
2977,1
2978,0
2979,0
2980,1
2981,1
2982,0
2983,0
2984,0
2985,1
2986,0
2987,1
2988,0
2989,1
2990,1
2991,0
2992,0
2993,0
2994,1
2995,0
2996,0
2997,1
